surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
83.0,32,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,230000.0
80.0,32,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185000.0
135.0,28,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,228000.0
81.0,32,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
149.75,32,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,350000.0
75.0,28,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,255000.0
135.0,28,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,228000.0
70.0,24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114000.0
132.0,41,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,280000.0
200.0,25,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1500000.0
100.0,57,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0
127.0,17,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,290000.0
172.0,23,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,750000.0
95.0,42,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,285000.0
65.0,25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0
73.0,17,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,210000.0
68.0,1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,350000.0
60.0,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,180000.0
150.0,41,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,360000.0
185.0,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,790000.0
800.0,16,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1069999.0
800.0,2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1069999.0
137.0,42,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0
78.0,67,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,194000.0
115.0,42,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,315000.0
143.0,17,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295000.0
85.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320000.0
95.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265000.0
102.0,52,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,260000.0
143.0,42,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,294999.0
40.0,14,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,150000.0
111.0,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,530000.0
102.0,52,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,275000.0
75.0,30,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,250000.0
109.0,17,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0
462.0,9,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,780000.0
90.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,215000.0
80.0,30,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,195000.0
158.0,34,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360000.0
70.0,45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
200.0,37,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,420000.0
110.0,61,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
60.0,23,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,350000.0
120.0,29,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,270000.0
110.0,50,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,275000.0
80.0,42,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,220000.0
95.0,79,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240000.0
106.0,37,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,270000.0
90.0,41,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,240000.0
120.0,48,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,309993.0
132.0,9,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,680000.0
190.0,8,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
58.6,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,195000.0
81.0,42,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,229000.0
121.0,30,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,410000.0
173.0,3,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,485000.0
125.0,57,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0
90.0,57,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,210000.0
65.0,30,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,180000.0
95.0,6,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,270000.0
114.0,19,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240000.0
80.0,37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0
78.0,83,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0
69.0,34,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,195000.0
147.0,30,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,345000.0
205.0,30,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,610000.0
160.0,33,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,300000.0
120.0,30,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,310000.0
120.0,30,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,275000.0
90.0,53,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1570000.0
115.0,74,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165000.0
134.0,41,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,295000.0
50.0,41,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0
100.0,41,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178000.0
80.0,69,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,169000.0
147.0,58,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,320000.0
